Title,Yes,A001
URL;Title,Yes,A002
URL;Title,Yes,A003
URL;Title,Yes,A004
URL,Yes,A005
Title,Yes,A006
Title,Yes,A007
Title,Yes,A008
Title,Yes,A009
Title,Yes,A009
URL;Title,Yes,A010
Title,Yes,A011
Title,Yes,A012
Title,Yes,A013
URL;Title,Yes,A014
URL;Title,Yes,A015
Title,Yes,A016
Title,Yes,A017
Title,Yes,A018
Title,Yes,A019
Title,Yes,A020
Title,Yes,A020
URL;Title,Yes,A021
Title,Yes,A022
Title,Yes,A023
URL;Title,Yes,A024
Title,Yes,A025
Title,Yes,A026
Title,Yes,A027
URL;Title,Yes,A028
URL;Title,Yes,A029
DOI;Title,Yes,A030
URL;Title,Yes,A031
DOI;Title,Yes,A032
URL;Title,Yes,A033
Title,Yes,A034
Title,Yes,A035
Title,Yes,A036
Title,Yes,A037
Title,Yes,A038
URL;Title,Yes,A039
Title,Yes,A040
Title,Yes,A041
DOI;Title,Yes,A042
Title,Yes,A043
Title,Yes,A044
Article Title; URL,Yes,A045
Original,NA,A046
Original,NA,A046
Original,NA,A046
Original,NA,A046
Original,NA,A046
Original,NA,A046
Original,NA,A046
Title,Yes,A047
Title,Yes,A048
Title,Yes,A049
Title,Yes,A050
Title,Yes,A051
URL;Title,Yes,A052
Title,Yes,A053
Title,Yes,A054
DOI;Title,Yes,A055
Title,Yes,A056
Title,Yes,A057
Title,Yes,A058
Title,Yes,A059
Title,Yes,A060
URL;Title,Yes,A061
URL;Title,Yes,A061
Title,Yes,A062
Title,Yes,A063
URL;Title,Yes,A064
Title,Yes,A065
Title,Yes,A066
Title,Yes,A067
Title,Yes,A068
Title,Yes,A069
Title,Yes,A070
URL;Title,Yes,A071
Original,RGNotInCitation,A072
Original,RGNotInCitation,A072
Title,Yes,A072
Original,RGNotInCitation,A072
Original,RGNotInCitation,A072
Title,No,A073
Title,Yes,A074
Original,RGNotInCitation,A075
Original,RGNotInCitation,A075
Original,RGNotInCitation,A075
Title,Yes,A075
Original,RGNotInCitation,A075
Original,RGNotInCitation,A075
Original,RGNotInCitation,A075
Original,RGNotInCitation,A075
Original,RGNotInCitation,A075
Title,Yes,A076
Original,RGNotInCitation,A077
Title,Yes,A077
Original,RGNotInCitation,A077
Title,Yes,A078
DOI;Title,Yes,A079
Original,RGNotInCitation,A079
Title,Yes,A080
Title,Yes,A081
Title,Yes,A082
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
None,NA,A083
Original,NA,A083
Original,NA,A083
Original,NA,A083
Title,Yes,A084
Title,Yes,A085
Title,Yes,A086
Title,Yes,A087
Title,Yes,A088
Title,Yes,A089
DOI;Title,Yes,A090
Title,Yes,A091
Title,Yes,A092
Title,Yes,A093
URL;Title,Yes,A094
Title,Yes,A095
Title,Yes,A096
Title,Yes,A097
URL;Title,Yes,A098
Title,Yes,A099
Title,Yes,A100
Title,Yes,A101
Title,Yes,A101
Title,Yes,A101
Title,Yes,A101
URL;Title,Yes,A102
Title,Yes,A103
Title,Yes,A104
Title,Yes,A105
Title,Yes,A106
Original,RGNotInCitation,A106
Original,RGNotInCitation,A106
Original,RGNotInCitation,A106
Original,RGNotInCitation,A106
Original,RGNotInCitation,A106
Original,RGNotInCitation,A106
Original,RGNotInCitation,A106
Original,RGNotInCitation,A106
Original,RGNotInCitation,A106
Title,Yes,A107
Title,Yes,A108
Title,Yes,A109
Title,Yes,A110
Title,Yes,A111
Title,Yes,A112
Title,Yes,A113
Title,Yes,A114
Title,Yes,A115
Title,Yes,A116
DOI;Title,Yes,A117
URL;Title,Yes,A118
Title,Yes,A119
Title,Yes,A120
URL;Title,Yes,A121
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Title,Yes,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Preprint,Yes,A122
NA,NA,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Title,Yes,A122
NA,NA,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,Yes,A122
Original,RGNotInCitation,A122
NA,NA,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Title,Yes,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Title,Yes,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Preprint,Yes,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
NA,NA,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Title,Yes,A123
Original,RGNotInCitation,A124
Title,Yes,A124
Title,Yes,A125
Title,Yes,A126
Title,Yes,A127
Title,Yes,A128
URL;Title,Yes,A129
Title,Yes,A130
Original,RGNotInCitation,A131
Title,Yes,A131
Title,Yes,A132
Title,Yes,A133
NA,NA,A134
Title,Yes,A135
Title,Yes,A136
DOI;Title,Yes,A137
Title,Yes,A138
URL;Title,Yes,A139
Title,Yes,A140
Title,No,A141
Title,Yes,A142
URL;Title,Yes,A143
Title,Yes,A144
Title,Yes,A145
Title,Yes,A146
Title,Yes,A147
URL;Title,Yes,A148
URL;Title,Yes,A149
URL;Title,Yes,A150
Title,Yes,A151
URL;Title,Yes,A152
Original,NA,A153
NA,NA,A154
Title,Yes,A155
URL;Title,Yes,A156
Title,Yes,A157
Title,Yes,A158
Title,Yes,A159
URL;Title,Yes,A160
Title,Yes,A161
Title,Yes,A162
Title,No,A163
Article;URL,Yes,A164
NA,NA,A165
Title,Yes,A166
NA,NA,A167
Title,Yes,A168
Title,Yes,A169
Title,Yes,A170
Title,Yes,A171
URL;Title,Yes,A172
Title,Yes,A173
Title,Yes,A174
URL;Title,Yes,A175
DOI;Title,Yes,A176
DOI;Title,Yes,A177
Title,Yes,A178
Title,Yes,A179
Title,Yes,A180
Title,No,A181 
Title,Yes,A182
Original,RGNotInCitation,A182
Original,RGNotInCitation,A182
Original,RGNotInCitation,A182
Original,RGNotInCitation,A182
Original,RGNotInCitation,A182
Original,RGNotInCitation,A182
Original,RGNotInCitation,A182
Original,RGNotInCitation,A182
Original,RGNotInCitation,A182
Original,RGNotInCitation,A182
Title,Yes,A183
Title,Yes,A184
Title,Yes,A185
Title,Yes,A186
Title,Yes,A187
Title,Yes,A188
Title,Yes,A189
URL;Title,No,A190
Title,Yes,A191
Original,RGNotInCitation,A192
Original,RGNotInCitation,A192
URL;Title,Yes,A192
Title,Yes,A193
Title,Yes,A194
Title,Yes,A194
Original,RGNotInCitation,A195
Original,RGNotInCitation,A195
Title,Yes,A195
Original,RGNotInCitation,A195
Original,RGNotInCitation,A195
Original,RGNotInCitation,A195
Original,RGNotInCitation,A195
Original,RGNotInCitation,A195
Original,RGNotInCitation,A195
Title,Yes,A196
Title,Yes,A197
Title,Yes,A198
Title,Yes,A199
Title,No,A200
Title,Yes,A201
Title,Yes,A202
NA,NA,A203
Title,Yes,A204
Title,Yes,A205
Original,RGNotInCitation,A205
Title,Yes,A206
Title,Yes,A207
Title,Yes,A208
DOI;Title,Yes,A209
Title,Yes,A210
Title,Yes,A211
Title,Yes,A212
DOI;Title,Yes,A213
Title,Yes,A214
Title,Yes,A215
DOI;Title,Yes,A216
DOI;Title,Yes,A217
Original,RGNotInCitation,A218
Title,Yes,A218
Title,Yes,A219
Title,Yes,A220
Title,Yes,A221
Original,NA,A222
Original,NA,A222
Original,NA,A222
Original,NA,A222
Original,NA,A222
URL;Title,Yes,A223
URL;Title,Yes,A224
Title,Yes,A225
Title,Yes,A226
Title,Yes,A227
Title,Yes,A228
NA,NA,A229
Title,Yes,A230
Title,Yes,A231
DOI;Title,Yes,A232
Title,Yes,A233
Title,Yes,A234
Title,Yes,A235
Title,Yes,A236
NA,NA,A237
Original,RGNotInCitation,A238
Title,Yes,A238
Original,RGNotInCitation,A238
Original,RGNotInCitation,A238
Original,RGNotInCitation,A238
Original,RGNotInCitation,A238
Original,RGNotInCitation,A238
Original,RGNotInCitation,A238
Original,RGNotInCitation,A238
Original,RGNotInCitation,A238
Original,RGNotInCitation,A238
Original,RGNotInCitation,A238
NA,NA,A238
Original,RGNotInCitation,A238
Original,RGNotInCitation,A238
Original,RGNotInCitation,A238
NA,NA,A238
NA,NA,A238
Original,RGNotInCitation,A238
DOI;Title,Yes,A239
Title,Yes,A240
DOI;Title,Yes,A241
Title,Yes,A242
Title,No,A243
Title,Yes,A244
DOI;Title,Yes,A245
Title,Yes,A246
Title,No,A247
URL;Title,Yes,A248
DOI;Title,Yes,A249
DOI;Title,Yes,A250
DOI;Title,Yes,A251
Title,Yes,A252
Title,Yes,A253
Title,Yes,A254
URL;Title,Yes,A255
DOI;Title,Yes,A256
Title,Yes,A257
Title,Yes,A258
Title,Yes,A259
URL;Title,Yes,A260
URL;Title,Yes,A261
URL;Title,Yes,A262
Title,Yes,A263
Title,Yes,A264
Original,NA,A265
Original,NA,A265
Original,NA,A265
Original,NA,A265
Title,Yes,A266
Original,RGNotInCitation,A266
Title,Yes,A267
Title,Yes,A268
Title,Yes,A269
Title,Yes,A270
Original,RGNotInCitation,A271
Title,Yes,A271
Original,RGNotInCitation,A271
Original,RGNotInCitation,A271
Original,RGNotInCitation,A271
Original,RGNotInCitation,A271
Original,RGNotInCitation,A271
Original,RGNotInCitation,A271
Original,RGNotInCitation,A271
Original,RGNotInCitation,A271
Original,RGNotInCitation,A271
Original,RGNotInCitation,A271
Original,RGNotInCitation,A271
Original,RGNotInCitation,A271
URL,Yes,A272
Title,Yes,A273
URL;Title,Yes,A274
Title,Yes,A275
Title,Yes,A276
NA,NA,A277
URL;Title,Yes,A278
Title,Yes,A279
Title,Yes,A280
Title,Yes,A281
Title,Yes,A282
Title,Yes,A283
Title,Yes,A284
Title,Yes,A285
Title,Yes,A285
DOI;Title,Yes,A286
Title,Yes,A287
URL;Title,Yes,A288
URL;Title,Yes,A289
URL;Title,Yes,A289
Title,Yes,A290
Title,Yes,A291
URL;Title,Yes,A292
Title,No,A293
Title,Yes,A294
Title,Yes,A295
Title,Yes,A296
Title,Yes,A297
Original,RGNotInCitation,A298
Title,Yes,A298
Title,Yes,A299
Title,Yes,A300
Title,Yes,A301
DOI;Title,Yes,A302
NA,NA,A303
URL;Title,Yes,A304
Title,Yes,A305
Original,RGNotInCitation,A306
Original,RGNotInCitation,A306
Original,RGNotInCitation,A306
Title,Yes,A306
Title,Yes,A307
Title,Yes,A308
Original,NA,A309
Title,Yes,A310
Title,Yes,A311
Title,Yes,A312
Title,Yes,A313
Title,Yes,A314
Title,Yes,A315
Title,Yes,A316
Title,Yes,A317
NA,NA,A318
Title,Yes,A319
Title,Yes,A320
Title,Yes,A321
Original,NA,A322
Original,NA,A323
NA,NA,A323
Original,NA,A323
Original,NA,A323
Original,NA,A323
Original,NA,A323
Original,NA,A324
Title,Yes,A325
Title,Yes,A326
Title,Yes,A327
Title,Yes,A328
NA,NA,NA
URL;Title,Yes,A330
NA,NA,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Title,Yes,A122
Title,Yes,A122
Original,RGNotInCitation,A122
Title,Yes,A122
Original,RGNotInCitation,A122
NA,NA,A122
Original,RGNotInCitation,A122
Original,RGNotInCitation,A122
Preprint,Yes,A122
Original,RGNotInCitation,A068
Original,RGNotInCitation,A068
